,0
0,-7.513989430663059e-13
1,12.197337509788301
2,1.9999999999997689
3,5.7220000000001034
4,7.802484472049778
5,4.000000000000104
6,15.322784810126576
7,9.923076923076911
8,0.9999999999999989
9,3.000000000000015
